NearestIntersectionLocation,crime_rate,rating,Latitude,Longitude
Eastbridge Blvd / New Bedford Dr,1.3439415116654123e-05,Very Low,43.51109219048858,-80.5007821874702
Eastbridge Blvd / Windjammer Way,2.6878830233308245e-05,Low,43.50541973047566,-80.50350566203441
Eastdowns Dr / Holley Cres,2.6878830233308245e-05,Low,43.389499118719755,-80.33207248887632
Eastforest Trail / Oliver Crt,5.375766046661649e-05,Low,43.431250007462154,-80.53579896270708
Eastforest Trail / Wildlark Cres,6.719707558327061e-05,Low,43.43153360864405,-80.53735914512802
Eastforest Trail / Wildlark Cres,6.719707558327061e-05,Low,43.43266057488187,-80.53872506722011
Eastgate Walk / Wissler Rd,1.3439415116654123e-05,Very Low,43.506069659302035,-80.52096814830847
Eastwood Dr / Penrose Ave,1.3439415116654123e-05,Very Low,43.44555447603236,-80.45014874798603
Eby St / King St N / Northside Dr,1.3439415116654123e-05,Very Low,43.54185195868345,-80.55312802119279
Eby St N / Eby St S / King St E,0.0005106977744328567,Low,43.44784081572443,-80.48452312165907
Eby St N / Market Lane,0.0002822277174497366,Low,43.44840190189582,-80.48401502557665
Eby St S / Halls Lane E,0.00016127298139984947,Low,43.44734535235402,-80.48497073047889
Ebycrest Rd / Bridge St E,0.0001209547360498871,Low,43.48983072446384,-80.43191577850742
Ebycrest Rd / Hopewell Creek Rd,6.719707558327061e-05,Low,43.49113813135513,-80.44422647405914
Ebydale Dr / Lackner Blvd,5.375766046661649e-05,Low,43.455423963839934,-80.42737235164248
Ebydale Dr / Oldfield Dr,0.00044350069884958605,Low,43.454676986936214,-80.43126102680883
Ebydale Dr / Shaftsbury Dr,1.3439415116654123e-05,Very Low,43.45397657546891,-80.43323411667917
Eden Ave / Gildner St,2.6878830233308245e-05,Low,43.45304684661568,-80.51601103147893
Eden Ave / Glasgow St,9.407590581657886e-05,Low,43.45246190910447,-80.51536322704858
Eden Ave / Wood St,1.3439415116654123e-05,Very Low,43.45358466466844,-80.51660867261104
Eden Oak Trail / Eden Oak Crt,1.3439415116654123e-05,Very Low,43.452993091091024,-80.4046418923906
Eden Oak Trail / Fairway Rd N,0.00044350069884958605,Low,43.44850308890203,-80.40188315214328
Eden Oak Trail / Grand Flats Trail,2.6878830233308245e-05,Low,43.45080463578771,-80.40340792702625
Eden Oak Trail / Old Zeller Dr,1.3439415116654123e-05,Very Low,43.45343648779539,-80.40806166695569
Eden Oak Trail / River Ridge St,1.3439415116654123e-05,Very Low,43.45367816877933,-80.40509585739454
Eden Oak Trail / Rivertrail Ave,4.031824534996237e-05,Low,43.45153456206661,-80.40370629080714
Eden Oak Trail / Spring Creek St,1.3439415116654123e-05,Very Low,43.454000002118406,-80.40609828653642
Eden Oak Trail / Stillwater St,2.6878830233308245e-05,Low,43.45377867683616,-80.40694105663871
Eden Oak Trail / Watervale Dr,4.031824534996237e-05,Low,43.452223816009905,-80.40416193870126
Eden Oak Trail / Willowrun Dr,2.6878830233308245e-05,Low,43.44976144908651,-80.40244667826127
Edenbridge Dr / Old Chicopee Dr,6.719707558327061e-05,Low,43.44784060638874,-80.43615983295007
Edenbridge Dr / Templeton Dr,1.3439415116654123e-05,Very Low,43.448476633168404,-80.43135988993616
Edenbrook Pl / Fallingbrook Dr,4.031824534996237e-05,Low,43.48785477105123,-80.55839248935091
Edenvalley Cres / Westvale Dr,4.031824534996237e-05,Low,43.445121550041875,-80.55971446495887
Edgehill Dr / Helen Ave,8.063649069992474e-05,Low,43.40346421860525,-80.38782335408779
Edgehill Dr / Limerick Dr,9.407590581657886e-05,Low,43.40380139492274,-80.3859648353989
Edgemere Dr / Langlaw Dr,6.719707558327061e-05,Low,43.33576390033419,-80.30620803243163
Edgemere Dr / Langlaw Dr,6.719707558327061e-05,Low,43.337107747204904,-80.30665597916847
Edgemere Dr / Myers Rd / Ridgehill Ave,1.3439415116654123e-05,Very Low,43.33982514479316,-80.30807284415619
Edgemere Dr / Ploughman's Cres,6.719707558327061e-05,Low,43.338513782546656,-80.30711595340637
Edgemere Dr / Sandalwood Dr,8.063649069992474e-05,Low,43.33899468836593,-80.30748463364077
Edgewater Cres / Sims Estate Dr / Tremaine Dr,1.3439415116654123e-05,Very Low,43.44128387580067,-80.40872692383367
Edgewood Crt / Parkview Dr,4.031824534996237e-05,Low,43.47380747384819,-80.75711847250601
Edmund Rd / Sheldon Ave N,1.3439415116654123e-05,Very Low,43.44192915824229,-80.46618477486584
Edmund Rd / Weber St E,9.407590581657886e-05,Low,43.440861918791306,-80.46372438028882
Edna St / Hwy 85,0.0001209547360498871,Low,43.45979163759673,-80.47445124118694
Edna St / Mansion St,1.3439415116654123e-05,Very Low,43.459280862116955,-80.47388935301528
Edward St / Harvey Lane,8.063649069992474e-05,Low,43.426918326727765,-80.31208692224926
Edward St / Johnston Ave,1.3439415116654123e-05,Very Low,43.42702867694834,-80.31148512861934
Edward St / Strathcona St,1.3439415116654123e-05,Very Low,43.42708634899602,-80.30657762825349
Edward St / Valley Dr,4.031824534996237e-05,Low,43.42576298367806,-80.31414751944591
Edward St / Weaver St,1.3439415116654123e-05,Very Low,43.424134500580045,-80.3178631279142
Edward St / Winston Blvd,2.6878830233308245e-05,Low,43.424400321501885,-80.31639669090454
Edwin St / Elizabeth St,2.6878830233308245e-05,Low,43.468451694806575,-80.48854928451709
Edwin St / Fairfield Ave,1.3439415116654123e-05,Very Low,43.46633952883559,-80.48869023654356
Edwin St / Guelph St,4.031824534996237e-05,Low,43.46505822257582,-80.48865434878849
Edwin St / Leonard St,1.3439415116654123e-05,Very Low,43.466741388865834,-80.48852659976188
Edwin St / Louisa St,9.407590581657886e-05,Low,43.461209424251415,-80.4861537999171
Edworthy Side Rd / Cedar Creek Rd,0.0001747123965165036,Low,43.3447154182996,-80.36991611759933
Eighth Ave / Greenfield Ave,4.031824534996237e-05,Low,43.42743493185526,-80.45117291915214
Eighth Ave / Kingsway Dr,6.719707558327061e-05,Low,43.433067611859634,-80.44778023017005
Eighth Ave / Wilson Ave,4.031824534996237e-05,Low,43.42626917965155,-80.45188382473144
Eldon Pl / Floradale Rd,2.6878830233308245e-05,Low,43.6326848121205,-80.58047725803391
Eleanor Ave / Grimms Dr,0.0001209547360498871,Low,43.39391559250511,-80.34138177926668
Elgin Cres / Noecker St,0.00016127298139984947,Low,43.473000338827575,-80.51702640144607
Elgin Cres / Regina St N,0.0003091065476830448,Low,43.472255702833756,-80.52231026805667
Elgin St / King St N,0.00022847005698312009,Low,43.47012550185361,-80.5236843551322
Elgin St / Peppler St,0.00033598537791635307,Low,43.470540691456634,-80.52034488546148
Elgin St / Regina St N,0.00025534888721642833,Low,43.470272251142525,-80.52250564298035
Elgin St E / Glasgow St S,4.031824534996237e-05,Low,43.5402298940362,-80.50501888362292
Elgin St N / Ferguson Ave / Glamis Rd,0.000551016019782819,Low,43.3805038876978,-80.30701673433352
Elgin St N / Galt Ave,0.00026878830233308245,Low,43.374011127383035,-80.30197756335338
Elgin St N / Galt Ave,0.00026878830233308245,Low,43.37373054213333,-80.30330555859572
Elgin St N / Glenbrook Cres,2.6878830233308245e-05,Low,43.388594250817064,-80.31208415312466
Elgin St N / Gore St,1.3439415116654123e-05,Very Low,43.36405192563294,-80.29947821313827
Elgin St N / Hartley Crt,0.00016127298139984947,Low,43.39122065807845,-80.30403245695523
Elgin St N / Linnwood Ave,0.00013439415116654123,Low,43.3622132077023,-80.29874091545494
Elgin St N / Manchester St,0.00013439415116654123,Low,43.36517169470949,-80.29992268141712
Elgin St N / Marion Way,0.0001209547360498871,Low,43.36616533548095,-80.30032302220084
Elgin St N / Northview Heights Dr / Northview Heights Pl,0.00014783356628319535,Low,43.39142567976158,-80.30686908881319
Elgin St N / Pollock Ave,0.00010751532093323298,Low,43.35927186230322,-80.2975818581398
Elgin St N / Regal Crt,0.00010751532093323298,Low,43.3830565123344,-80.31111818825043
Elgin St N / Samuelson St,0.00010751532093323298,Low,43.370642305634796,-80.30209900131305
Elgin St N / Sekura St,8.063649069992474e-05,Low,43.38653430349788,-80.3135572645536
Elgin St N / Steeles Cres,5.375766046661649e-05,Low,43.39080521111078,-80.30941211434937
Elgin St N / Stoneridge Pl,8.063649069992474e-05,Low,43.38823323987909,-80.31242485996832
Elgin St N / Winter Ave,0.00010751532093323298,Low,43.37714261998718,-80.30577663414803
Elgin St N / Woodborough Pl,4.031824534996237e-05,Low,43.38741627116146,-80.31308948430984
Elgin St S / Elliott St,2.6878830233308245e-05,Low,43.35479631705786,-80.29580142784769
Elgin St S / Faial Rd,2.6878830233308245e-05,Low,43.34648359381423,-80.29248643812892
Elgin St S / Goldsboro Rd,1.3439415116654123e-05,Very Low,43.344544457267425,-80.2917217297604
Elgin St S / South St,0.0001209547360498871,Low,43.35289213463537,-80.29503672042391
Elgin St S / South St,0.0001209547360498871,Low,43.3534913171868,-80.29526482797638
Elgin St S / Woolley St,0.001317062681432104,Low,43.351235083401534,-80.29435278058187
Eliza Ave / Gravel Ridge Trail,1.3439415116654123e-05,Very Low,43.399972244103765,-80.5257578900637
Eliza Ave / Isaiah Cres / Isaiah Dr,1.3439415116654123e-05,Very Low,43.399666950833016,-80.52222251195046
Elizabeth St / Gerrard Ave,2.6878830233308245e-05,Low,43.43269670170702,-80.30239851776861
Elizabeth St / Schneller Dr,2.6878830233308245e-05,Low,43.405387109889936,-80.65192082430228
Elizabeth St / Stiefelmeyer Cres,2.6878830233308245e-05,Low,43.402689568124565,-80.65435470148448
Elizabeth St / Walker St,1.3439415116654123e-05,Very Low,43.43528823615326,-80.30370897405687
Elkington Dr / Manchester Rd,1.3439415116654123e-05,Very Low,43.45972023175416,-80.45424971506273
Elkington Dr / Rosemount Dr,2.6878830233308245e-05,Low,43.46151478149413,-80.45999301357298
Ellen St E / Ellen St W / Queen St N,2.6878830233308245e-05,Low,43.45535938759018,-80.48468827758397
Ellen St E / Mansion St,6.719707558327061e-05,Low,43.45466416008188,-80.48343944244039
Ellen St W / Hermie Pl,4.031824534996237e-05,Low,43.45567255403448,-80.48526096698629
Ellen St W / Victoria St N,9.407590581657886e-05,Low,43.45692694381073,-80.4874809314287
Elliot St / Inglis St,2.6878830233308245e-05,Low,43.29104181528328,-80.45387663017532
Elliott St / Henry St,2.6878830233308245e-05,Low,43.35277879666555,-80.31073773523549
Elliott St / Lowell St S,1.3439415116654123e-05,Very Low,43.35460160072653,-80.29704709206155
Elliott St / Scrimger Ave,6.719707558327061e-05,Low,43.354495659664096,-80.30064810104898
Elliott St / Taylor Ave,0.00021503064186646596,Low,43.352670435105516,-80.29097929606449
Elliott St / Taylor Ave,0.00021503064186646596,Low,43.35540192627098,-80.29205386001856
Elliott St / Vimy St,8.063649069992474e-05,Low,43.35350552973184,-80.30535759537563
Elliott St / Woolley St,2.6878830233308245e-05,Low,43.35496518672763,-80.29464407188425
Ellis Ave / Guelph St,2.6878830233308245e-05,Low,43.46176719997629,-80.49778013471283
Ellis Ave / Hartwood Ave,1.3439415116654123e-05,Very Low,43.46446606631914,-80.50072088550851
Ellis Ave / Raitar Ave,0.00014783356628319535,Low,43.46312608876171,-80.49924907429201
Ellis Cres N / Ellis Cres S / Erb St E,8.063649069992474e-05,Low,43.4700051205169,-80.50658927660841
Ellis Cres N / Lincoln Rd,9.407590581657886e-05,Low,43.47458020507365,-80.50981671089234
Ellis Cres N / Murdock Ave / Vermont St,0.0005106977744328567,Low,43.473325919589904,-80.50814689125133
Ellis Cres N / Neilson Ave,9.407590581657886e-05,Low,43.47253427234742,-80.50763731723346
Ellis Cres N / Royal St,0.0008601225674658639,Low,43.47083611269516,-80.5069582944165
Ellis Cres N / Washington Ave,8.063649069992474e-05,Low,43.4740897894069,-80.50883999079092
Ellis Rd / McLaughlin St,0.0001209547360498871,Low,43.42853344706601,-80.29205192049615
Elm Ridge Dr / Hickory Heights Cres,6.719707558327061e-05,Low,43.42438091272218,-80.5254785071726
Elm Ridge Dr / Hillbrook Cres,0.0006450919255993979,Low,43.42536762878513,-80.52613825757393
Elm Ridge Dr / Hillbrook Cres,0.0006450919255993979,Low,43.424709176674924,-80.52570280737392
Elm Ridge Dr / McGarry Dr,1.3439415116654123e-05,Very Low,43.42218272565228,-80.52095878443778
Elm Ridge Dr / Queens Blvd,0.00033598537791635307,Low,43.42711140741954,-80.52783124676571
Elm Ridge Dr / Silver Aspen Cres,0.00018815181163315772,Low,43.42407474663442,-80.52528602356305
Elm Ridge Dr / Silver Aspen Cres,0.00018815181163315772,Low,43.4235270467068,-80.52470486805038
Elm St / Strange St,6.719707558327061e-05,Low,43.45306375107673,-80.50982439177423
Elma Pl / Melran Dr,1.3439415116654123e-05,Very Low,43.440824464901205,-80.2919710817076
Elmbank Trail / Evens Pond Cres / Robert Ferrie Dr,8.063649069992474e-05,Low,43.378503949135705,-80.44626648889202
Elmbank Trail / Greenwater Pl,4.031824534996237e-05,Low,43.37627720082125,-80.44420590281668
Elmsdale Dr / Ottawa St S,1.3439415116654123e-05,Very Low,43.421682033926615,-80.49408275350139
Elmsdale Dr / Palace St,0.0001747123965165036,Low,43.42231895020339,-80.49433186475284
Elmwood Ave / Jarvis St,1.3439415116654123e-05,Very Low,43.37473239287669,-80.31340438586207
Elmwood Ave / Patricia Ave,2.6878830233308245e-05,Low,43.37578894885817,-80.31543300296002
Elmwood Ave / Roxboro Rd,5.375766046661649e-05,Low,43.37366272680904,-80.31135746195939
Elroy Rd / Kennedy Rd,6.719707558327061e-05,Low,43.475554037217094,-80.40978161509712
Emerald Ave / Prospect Ave,8.063649069992474e-05,Low,43.43752566074053,-80.45157498000506
Emerald Ave / Weber St E,2.6878830233308245e-05,Low,43.43606201732127,-80.45245588405419
Empire St / Hilliard Ave / Hilliard Pl,1.3439415116654123e-05,Very Low,43.45369631466053,-80.53169182665663
Endeavour Dr / Gibb St,5.375766046661649e-05,Low,43.4398707004281,-80.29921379923775
Endeavour Dr / McCormick Dr,1.3439415116654123e-05,Very Low,43.437443201726715,-80.29839693474365
Endeavour Dr / Melran Dr,2.6878830233308245e-05,Low,43.439187511247574,-80.29981827323648
Enfield Dr / Langlaw Dr,2.6878830233308245e-05,Low,43.336109636672916,-80.3041684479142
Enfield Dr / Pentland Dr,1.3439415116654123e-05,Very Low,43.33744799262071,-80.30460044288527
Englewood Pl / Guelph St,1.3439415116654123e-05,Very Low,43.46556590859102,-80.48529109627458
Ephraim St / Ethel St,6.719707558327061e-05,Low,43.46135096520676,-80.46702212664188
Ephraim St / Lois St,5.375766046661649e-05,Low,43.46196837267175,-80.46507023749787
Equestrian Way / Compass Trail,9.407590581657886e-05,Low,43.427113203298966,-80.34013135103919
Equestrian Way / Compass Trail,9.407590581657886e-05,Low,43.42717264381805,-80.34175555186718
Equestrian Way / Dressage Trail,0.00013439415116654123,Low,43.424172680704736,-80.3433672817761
Equestrian Way / Pointer St / Steed Crt,4.031824534996237e-05,Low,43.429712909120006,-80.3423211283436
Equestrian Way / Ridge Rd,0.00014783356628319535,Low,43.42243429467393,-80.34496185800242
Equestrian Way / Ridge Rd,0.00014783356628319535,Low,43.422574998695666,-80.34528003315489
Equestrian Way / Ridge Rd,0.00014783356628319535,Low,43.42267604493163,-80.34476153621128
Equestrian Way / Ridge Rd,0.00014783356628319535,Low,43.4250915578697,-80.34305158456715
Erb St / Gillies St,1.3439415116654123e-05,Very Low,43.3971138774781,-80.34801545518489
Erb St / Union St,5.375766046661649e-05,Low,43.59678643580725,-80.55296952927415
Erb St / Winterhalt Ave,1.3439415116654123e-05,Very Low,43.39670712251299,-80.34687634579777
Erb St E / Gillen St,8.063649069992474e-05,Low,43.46547904945434,-80.52026227658571
Erb St E / Goldbeck St / Terrystone Walk,1.3439415116654123e-05,Very Low,43.47187722967365,-80.49838417322972
Erb St E / Hughes Lane,0.00014783356628319535,Low,43.46527671979641,-80.52175635046292
Erb St E / Margaret Ave N / Margaret Ave S,4.031824534996237e-05,Low,43.470494537007525,-80.50304386889228
Erb St E / Moore Ave N / Moore Ave S,1.3439415116654123e-05,Very Low,43.46682834771252,-80.51509800036673
Erb St E / Peppler St,0.00020159122674981184,Low,43.465625878324964,-80.51904040097897
Erb St E / Regina St N / Regina St S,0.00010751532093323298,Low,43.46535198803345,-80.5211988698157
Erb St E / Tweed St,5.375766046661649e-05,Low,43.46605010330688,-80.51686858531109
Erb St E / Willow St,1.3439415116654123e-05,Very Low,43.465764608133654,-80.5180357141091
Erb St W / Amos Ave,0.0002419094720997742,Low,43.45542121403783,-80.5450230740239
Erb St W / Beechwood Dr / Gateview Dr,0.00020159122674981184,Low,43.45074292708484,-80.55838733512309
Erb St W / Caroline St N / Caroline St S,0.00021503064186646596,Low,43.46436810177443,-80.52521416450345
Erb St W / Erbsville Crt,0.0001209547360498871,Low,43.44813884896569,-80.56586196002102
Erb St W / Euclid Ave,2.6878830233308245e-05,Low,43.463300174177384,-80.52768016671067
Erb St W / Father David Bauer Dr,4.031824534996237e-05,Low,43.46365756161453,-80.52687138209362
Erb St W / Fischer-Hallman Rd N / Fischer-Hallman Rd S / Erb St W,0.0002956671325663907,Low,43.452478701829,-80.55346351736756
Erb St W / Gate One Waterloo Landfill Lane / West Waterloo Centre Lane,5.375766046661649e-05,Low,43.445417706117695,-80.57744243100255
Erb St W / Gate One Waterloo Landfill Lane / West Waterloo Centre Lane,5.375766046661649e-05,Low,43.443664200642786,-80.57857536978574
Erb St W / Ira Needles Blvd / Erbsville Rd,0.0009676378883990968,Low,43.44639073501977,-80.57089426367166
Erb St W / Ira Needles Blvd / Erbsville Rd,0.0009676378883990968,Low,43.44625176580402,-80.57143035438409
Erb St W / Ira Needles Blvd / Erbsville Rd,0.0009676378883990968,Low,43.4461429618778,-80.57103205943983
Erb St W / Ira Needles Blvd / Erbsville Rd,0.0009676378883990968,Low,43.44650658338956,-80.57129852266428
Erb St W / McDougall Rd,0.0009676378883990968,Low,43.45733563052315,-80.54055799109047
Erb St W / Menno St,6.719707558327061e-05,Low,43.462847117402724,-80.52873738467042
Erb St W / Mulberry Lane,0.00014783356628319535,Low,43.45593786794288,-80.54351728770108
Erb St W / Platinum Dr / Gate Two Waterloo Landfill Lane,4.031824534996237e-05,Low,43.443471941103006,-80.58039986061598
Erb St W / Platinum Dr / Gate Two Waterloo Landfill Lane,4.031824534996237e-05,Low,43.44308002535097,-80.58022044579461
Erb St W / Roosevelt Ave,0.00037630362326631544,Low,43.45401962199608,-80.54903371702174
Erb St W / Roslin Ave N / Roslin Ave S,9.407590581657886e-05,Low,43.46146262965209,-80.53191729270198
Erb St W / Wells Lane,0.00010751532093323298,Low,43.463072265545534,-80.52821199940325
Erb St W / Westhaven St,0.0003628642081496613,Low,43.44747543541,-80.56780269759601
Erb's Rd / Erb St W / Wilmot Line,9.407590581657886e-05,Low,43.436604416637984,-80.57983742069226
Erb's Rd / Erb St W / Wilmot Line,9.407590581657886e-05,Low,43.436010952360874,-80.57890047770161
Erb's Rd / Erb St W / Wilmot Line,9.407590581657886e-05,Low,43.44186292807328,-80.58418073924099
Erb's Rd / Fire Tower Rd,4.031824534996237e-05,Low,43.44140224815926,-80.58673327890527
Erb's Rd / Foxboro Dr,4.031824534996237e-05,Low,43.42334663452791,-80.70388497111166
Erb's Rd / Sandhills Rd,0.00033598537791635307,Low,43.427919046282895,-80.67409398529922
Erb's Rd / Strauss Crt,0.0004703795290828943,Low,43.435915650265095,-80.62237523045492
Erb's Rd / Summersfield Lane,6.719707558327061e-05,Low,43.43551945907566,-80.6248404309785
Erb's Rd / Wilma St,0.00032254596279969894,Low,43.43413468402629,-80.63352965221104
Erb's Rd / Wilmot-Easthope Rd,2.6878830233308245e-05,Low,43.41738723784357,-80.7462299695954
Erbach Cres / Forler St,1.3439415116654123e-05,Very Low,43.404604958134065,-80.6562046657476
Erbach Cres / Schneller Dr,2.6878830233308245e-05,Low,43.40330551309231,-80.65689145147576
Erbsville Rd / Columbia Forest Blvd / Willow Wood Dr,4.031824534996237e-05,Low,43.46521896701413,-80.58437053296706
Erbsville Rd / Columbia St W,0.00013439415116654123,Low,43.462165700811205,-80.5810225707631
Erbsville Rd / Conservation Dr,0.00020159122674981184,Low,43.48152933820493,-80.60559478453817
Erbsville Rd / Forest Gate Cres,8.063649069992474e-05,Low,43.47668087084896,-80.59922656879812
Erbsville Rd / Keats Way,8.063649069992474e-05,Low,43.45559332799963,-80.57400711668039
Erbsville Rd / Kressler Rd,4.031824534996237e-05,Low,43.48561301042686,-80.62512098457675
Erbsville Rd / Laurelwood Dr,0.0001209547360498871,Low,43.47112112061092,-80.59311208071423
Erbsville Rd / Leighland Dr,4.031824534996237e-05,Low,43.45796353193715,-80.57650865530742
Erbsville Rd / Regal Pl,8.063649069992474e-05,Low,43.47840556371437,-80.60131116327459
Erbsville Rd / Schnarr St,6.719707558327061e-05,Low,43.4798862208365,-80.60333527588466
Erbsville Rd / School,2.6878830233308245e-05,Low,43.47207312592431,-80.594148024993
Erbsville Rd / White Elm Blvd,5.375766046661649e-05,Low,43.46664764455559,-80.58617670842504
Erbsville Rd / Wideman Rd,4.031824534996237e-05,Low,43.47506397031016,-80.59744326316442
Erhardt Wagner Pl / Hammacher St,1.3439415116654123e-05,Very Low,43.40989391107853,-80.66933650529589
Erhardt Wagner Pl / Kropf Dr / Stuckey Ave,1.3439415116654123e-05,Very Low,43.41083615272544,-80.67039973650688
Erie Ave / Massey Ave,5.375766046661649e-05,Low,43.427876378384184,-80.46184799053066
Erika Crt / Indigo St / Prosperity Dr,2.6878830233308245e-05,Low,43.41167698032474,-80.52899851425603
Erinbrook Dr / Faircrest Crt,4.031824534996237e-05,Low,43.41070950473031,-80.49379706066763
Erinbrook Dr / Goundry Cres,2.6878830233308245e-05,Low,43.408513685923324,-80.48518672429697
Erinbrook Dr / Hedgestone Cres / Marlis Cres,1.3439415116654123e-05,Very Low,43.40438766182056,-80.49189985336373
Erinbrook Dr / Highcroft Crt,2.6878830233308245e-05,Low,43.410698176449365,-80.49327193355636
Erinbrook Dr / Killarney Cres,2.6878830233308245e-05,Low,43.410686039897776,-80.49565849796912
Erinbrook Dr / Laurentian Dr,4.031824534996237e-05,Low,43.41141368408514,-80.49119978600557
Erinbrook Dr / Marlis Cres,1.3439415116654123e-05,Very Low,43.40441633221383,-80.49087708039178
Erinbrook Dr / McCabe Crt / Rittenhouse Rd,2.6878830233308245e-05,Low,43.409500973380716,-80.48530077909781
Erinbrook Dr / Pipers Green Crt,0.00010751532093323298,Low,43.406049049906706,-80.48747238594406
Erinbrook Dr / Ridgeway Cres,5.375766046661649e-05,Low,43.4069911092077,-80.49612910390621
Erinbrook Dr / Ridgeway Cres,5.375766046661649e-05,Low,43.405696115323316,-80.49591100799293
Erinbrook Dr / Rittenhouse Rd,5.375766046661649e-05,Low,43.40948339695575,-80.48752113405877
Erinbrook Dr / Rittenhouse Rd,5.375766046661649e-05,Low,43.40777176983011,-80.49630289292955
Erinbrook Dr / Rockwood Rd,1.3439415116654123e-05,Very Low,43.40449588665178,-80.49497195112629
Erinbrook Dr / Tamvale Cres,0.00018815181163315772,Low,43.404340460789584,-80.4940052944763
Erinbrook Dr / Tamvale Cres / Tara Cres,0.0001209547360498871,Low,43.40436234863422,-80.49297127593196
Erinbrook Dr / Tara Cres,2.6878830233308245e-05,Low,43.40635736210225,-80.49609616844212
Erinbrook Dr / The Country Way,2.6878830233308245e-05,Low,43.406993261310745,-80.4852918690111
Erinbrook Dr / Tillsley Dr,8.063649069992474e-05,Low,43.4089607883016,-80.49659845627428
Erinbrook Dr / Uxbridge Cres,9.407590581657886e-05,Low,43.41169549889049,-80.48945012202935
Erinbrook Dr / Uxbridge Cres,9.407590581657886e-05,Low,43.41122422585481,-80.48860661079675
Erindale Cres / Gunn Ave,2.6878830233308245e-05,Low,43.422274821093225,-80.30469058238315
Erindale Cres / Gunn Ave / Thomas St,1.3439415116654123e-05,Very Low,43.42383218661849,-80.30383479058133
Erindale Cres / Ivanhoe Crt,5.375766046661649e-05,Low,43.422324935161534,-80.30328059570921
Eringate Walk / Princess St,1.3439415116654123e-05,Very Low,43.37143950677216,-80.34220082527577
Ernst St / Snyder Ave S,4.031824534996237e-05,Low,43.59570103810359,-80.5638090611261
Essex Point Dr / Green Vista Dr,5.375766046661649e-05,Low,43.39441249179921,-80.29050411503397
Essex Point Dr / Stonecairn Dr,4.031824534996237e-05,Low,43.39249101100032,-80.29010328361792
Essex Point Dr / Wade Green,4.031824534996237e-05,Low,43.391025549087416,-80.28963626696397
Esson St / John St W,5.375766046661649e-05,Low,43.45674293869576,-80.52041655588484
Esson St / Union Blvd,0.0001747123965165036,Low,43.45547399558345,-80.51822324599695
Esther Ave,1.3439415116654123e-05,Very Low,43.37455940903385,-80.33558889713002
Ethel St / Harvey Lane,2.6878830233308245e-05,Low,43.42611845570156,-80.31184833015816
Eton Dr / Heather Ave,4.031824534996237e-05,Low,43.45694655242836,-80.4627652293909
Eton Dr / Krug St,0.00016127298139984947,Low,43.456356487971725,-80.4621249758339
Eton Dr / Rosemount Dr,1.3439415116654123e-05,Very Low,43.45964219883327,-80.46578739195635
Euclid Ave / William St W,0.0004972583593162025,Low,43.45951039988828,-80.52374893794122
Euler Ave / Prospect Ave,0.00013439415116654123,Low,43.436881354797315,-80.44955277699948
Euler Ave / Weber St E,8.063649069992474e-05,Low,43.43540246962368,-80.45044376297797
Evening Star Lane / Sawmill Rd,5.375766046661649e-05,Low,43.541500995944155,-80.50816626849598
Evens Pond Crt / Evens Pond Cres,2.6878830233308245e-05,Low,43.37915803154432,-80.44586598474898
Evenstone Ave / Evenstone Crt,1.3439415116654123e-05,Very Low,43.38456548462852,-80.44942079321856
Everglade Cres / Foxglove Cres,0.00020159122674981184,Low,43.410947138246414,-80.52703512505737
Everglade Cres / Foxglove Cres,0.00020159122674981184,Low,43.41187576482209,-80.52467061904844
Evergreen Cres / Westmount Rd E,8.063649069992474e-05,Low,43.4289538238189,-80.50747952782682
Everwood Run / Windrush Trail / Woodmans Crt,6.719707558327061e-05,Low,43.38397408616408,-80.42093683273458
Executive Pl / New Dundee Rd,0.00018815181163315772,Low,43.37966427509346,-80.40886890598546
Executive Pl / New Dundee Rd,0.00018815181163315772,Low,43.37993559334173,-80.4081163483992
Expo Dr / Ottawa Ave,1.3439415116654123e-05,Very Low,43.526628262961324,-80.65307385018994
Ezra Ave / King St N,0.0008466831523492097,Low,43.47224694103871,-80.5241386005853
FAIRWAY RD,8.063649069992474e-05,Low,43.422414741464884,-80.44065629894712
FOUNTAIN ST,9.407590581657886e-05,Low,43.38583127386681,-80.39746345694316
Fabian Crt / Jerry Dr,1.3439415116654123e-05,Very Low,43.43456988122687,-80.29283148691731
Fairbank Pl / Rittenhouse Rd / Yarwood Pl,4.031824534996237e-05,Low,43.40948488252864,-80.48638728972003
Fairfield Ave / Floyd St,4.031824534996237e-05,Low,43.465899816074135,-80.49325377656965
Fairfield Ave / Margaret Ave,0.00033598537791635307,Low,43.46489603840561,-80.49612649831889
Fairfield Ave / Ridgewood Ave,2.6878830233308245e-05,Low,43.46621988728139,-80.49222599895576
Fairlake Dr,2.6878830233308245e-05,Low,43.33457317401578,-80.32791364181466
Fairlake Dr / Stirling Macgregor Dr,2.6878830233308245e-05,Low,43.33469947689202,-80.32933916403677
Fairlake Dr / Wilbar Crt,1.3439415116654123e-05,Very Low,43.33507380876074,-80.32706025735891
Fairlawn Rd / Traynor Ave,8.063649069992474e-05,Low,43.42493773123576,-80.44645148749879
Fairlawn Rd / Wilson Ave,1.3439415116654123e-05,Very Low,43.424271493984854,-80.44806209803319
Fairmount Rd / Jackson Ave,1.3439415116654123e-05,Very Low,43.44201730663897,-80.45949912915687
Fairmount Rd / Montgomery Rd,0.00010751532093323298,Low,43.441841412795036,-80.45765806340313
